,ymin,xmin,ymax,xmax
246,0.18684211,0.29210523,0.2868421,0.39210525
247,0.16613144,0.20068388,0.30755278,0.4835266
248,0.09542075,0.27139455,0.37826347,0.41281593
249,0.18684211,0.3447368,0.2868421,0.44473684
250,0.16613144,0.25331545,0.30755278,0.5361582
251,0.09542075,0.32402614,0.37826347,0.46544752
252,0.18684211,0.3973684,0.2868421,0.49736843
253,0.16613144,0.30594707,0.30755278,0.58878976
254,0.09542075,0.37665772,0.37826347,0.5180791
255,0.18684211,0.45,0.2868421,0.55
256,0.16613144,0.35857862,0.30755278,0.6414214
257,0.09542075,0.4292893,0.37826347,0.57071066
258,0.18684211,0.5026316,0.2868421,0.6026316
259,0.16613144,0.41121024,0.30755278,0.694053
260,0.09542075,0.48192093,0.37826347,0.6233423
261,0.18684211,0.55526316,0.2868421,0.6552632
262,0.16613144,0.4638418,0.30755278,0.74668455
263,0.09542075,0.5345525,0.37826347,0.67597383
264,0.18684211,0.6078947,0.2868421,0.70789474
265,0.16613144,0.51647335,0.30755278,0.7993161
266,0.09542075,0.5871841,0.37826347,0.7286054
267,0.18684211,0.66052634,0.2868421,0.76052636
268,0.16613144,0.56910497,0.30755278,0.8519477
269,0.09542075,0.6398157,0.37826347,0.781237
270,0.18684211,0.7131579,0.2868421,0.8131579
271,0.16613144,0.6217365,0.30755278,0.9045793
272,0.09542075,0.69244725,0.37826347,0.83386856
273,0.18684211,0.7657895,0.2868421,0.86578953
274,0.16613144,0.67436814,0.30755278,0.9572109
275,0.09542075,0.74507886,0.37826347,0.8865002
276,0.18684211,0.81842107,0.2868421,0.9184211
277,0.16613144,0.7269997,0.30755278,1.0098424
278,0.09542075,0.7977104,0.37826347,0.93913174
279,0.18684211,0.8710526,0.2868421,0.97105265
280,0.16613144,0.77963126,0.30755278,1.062474
281,0.09542075,0.850342,0.37826347,0.9917633
282,0.18684211,0.92368424,0.2868421,1.0236843
283,0.16613144,0.8322629,0.30755278,1.1151056
284,0.09542075,0.9029736,0.37826347,1.044395
285,0.23947369,-0.023684211,0.3394737,0.07631579
286,0.218763,-0.11510557,0.36018437,0.16773716
287,0.14805232,-0.04439489,0.43089503,0.09702647
288,0.23947369,0.028947365,0.3394737,0.12894736
289,0.218763,-0.062473997,0.36018437,0.22036873
290,0.14805232,0.008236684,0.43089503,0.14965805
291,0.23947369,0.081578955,0.3394737,0.18157895
292,0.218763,-0.009842411,0.36018437,0.2730003
293,0.14805232,0.06086827,0.43089503,0.20228964
294,0.23947369,0.13421053,0.3394737,0.23421052
295,0.218763,0.04278916,0.36018437,0.3256319
296,0.14805232,0.11349984,0.43089503,0.2549212
297,0.23947369,0.18684211,0.3394737,0.2868421
298,0.218763,0.09542075,0.36018437,0.37826347
299,0.14805232,0.16613144,0.43089503,0.30755278
300,0.23947369,0.23947369,0.3394737,0.3394737
301,0.218763,0.14805232,0.36018437,0.43089503
302,0.14805232,0.218763,0.43089503,0.36018437
303,0.23947369,0.29210523,0.3394737,0.39210525
304,0.218763,0.20068388,0.36018437,0.4835266
305,0.14805232,0.27139455,0.43089503,0.41281593
306,0.23947369,0.3447368,0.3394737,0.44473684
307,0.218763,0.25331545,0.36018437,0.5361582
308,0.14805232,0.32402614,0.43089503,0.46544752
309,0.23947369,0.3973684,0.3394737,0.49736843
310,0.218763,0.30594707,0.36018437,0.58878976
311,0.14805232,0.37665772,0.43089503,0.5180791
312,0.23947369,0.45,0.3394737,0.55
313,0.218763,0.35857862,0.36018437,0.6414214
314,0.14805232,0.4292893,0.43089503,0.57071066
315,0.23947369,0.5026316,0.3394737,0.6026316
316,0.218763,0.41121024,0.36018437,0.694053
317,0.14805232,0.48192093,0.43089503,0.6233423
318,0.23947369,0.55526316,0.3394737,0.6552632
319,0.218763,0.4638418,0.36018437,0.74668455
320,0.14805232,0.5345525,0.43089503,0.67597383
321,0.23947369,0.6078947,0.3394737,0.70789474
322,0.218763,0.51647335,0.36018437,0.7993161
323,0.14805232,0.5871841,0.43089503,0.7286054
324,0.23947369,0.66052634,0.3394737,0.76052636
325,0.218763,0.56910497,0.36018437,0.8519477
326,0.14805232,0.6398157,0.43089503,0.781237
327,0.23947369,0.7131579,0.3394737,0.8131579
328,0.218763,0.6217365,0.36018437,0.9045793
329,0.14805232,0.69244725,0.43089503,0.83386856
330,0.23947369,0.7657895,0.3394737,0.86578953
331,0.218763,0.67436814,0.36018437,0.9572109
332,0.14805232,0.74507886,0.43089503,0.8865002
333,0.23947369,0.81842107,0.3394737,0.9184211
334,0.218763,0.7269997,0.36018437,1.0098424
335,0.14805232,0.7977104,0.43089503,0.93913174
336,0.23947369,0.8710526,0.3394737,0.97105265
337,0.218763,0.77963126,0.36018437,1.062474
338,0.14805232,0.850342,0.43089503,0.9917633
339,0.23947369,0.92368424,0.3394737,1.0236843
340,0.218763,0.8322629,0.36018437,1.1151056
341,0.14805232,0.9029736,0.43089503,1.044395
342,0.29210523,-0.023684211,0.39210525,0.07631579
343,0.27139455,-0.11510557,0.41281593,0.16773716
344,0.20068388,-0.04439489,0.4835266,0.09702647
345,0.29210523,0.028947365,0.39210525,0.12894736
346,0.27139455,-0.062473997,0.41281593,0.22036873
347,0.20068388,0.008236684,0.4835266,0.14965805
348,0.29210523,0.081578955,0.39210525,0.18157895
349,0.27139455,-0.009842411,0.41281593,0.2730003
350,0.20068388,0.06086827,0.4835266,0.20228964
351,0.29210523,0.13421053,0.39210525,0.23421052
352,0.27139455,0.04278916,0.41281593,0.3256319
353,0.20068388,0.11349984,0.4835266,0.2549212
354,0.29210523,0.18684211,0.39210525,0.2868421
355,0.27139455,0.09542075,0.41281593,0.37826347
356,0.20068388,0.16613144,0.4835266,0.30755278
357,0.29210523,0.23947369,0.39210525,0.3394737
358,0.27139455,0.14805232,0.41281593,0.43089503
359,0.20068388,0.218763,0.4835266,0.36018437
360,0.29210523,0.29210523,0.39210525,0.39210525
361,0.27139455,0.20068388,0.41281593,0.4835266
362,0.20068388,0.27139455,0.4835266,0.41281593
363,0.29210523,0.3447368,0.39210525,0.44473684
364,0.27139455,0.25331545,0.41281593,0.5361582
365,0.20068388,0.32402614,0.4835266,0.46544752
366,0.29210523,0.3973684,0.39210525,0.49736843
367,0.27139455,0.30594707,0.41281593,0.58878976
368,0.20068388,0.37665772,0.4835266,0.5180791
369,0.29210523,0.45,0.39210525,0.55
370,0.27139455,0.35857862,0.41281593,0.6414214
371,0.20068388,0.4292893,0.4835266,0.57071066
372,0.29210523,0.5026316,0.39210525,0.6026316
373,0.27139455,0.41121024,0.41281593,0.694053
374,0.20068388,0.48192093,0.4835266,0.6233423
375,0.29210523,0.55526316,0.39210525,0.6552632
376,0.27139455,0.4638418,0.41281593,0.74668455
377,0.20068388,0.5345525,0.4835266,0.67597383
378,0.29210523,0.6078947,0.39210525,0.70789474
379,0.27139455,0.51647335,0.41281593,0.7993161
380,0.20068388,0.5871841,0.4835266,0.7286054
381,0.29210523,0.66052634,0.39210525,0.76052636
382,0.27139455,0.56910497,0.41281593,0.8519477
383,0.20068388,0.6398157,0.4835266,0.781237
384,0.29210523,0.7131579,0.39210525,0.8131579
385,0.27139455,0.6217365,0.41281593,0.9045793
386,0.20068388,0.69244725,0.4835266,0.83386856
387,0.29210523,0.7657895,0.39210525,0.86578953
388,0.27139455,0.67436814,0.41281593,0.9572109
389,0.20068388,0.74507886,0.4835266,0.8865002
390,0.29210523,0.81842107,0.39210525,0.9184211
391,0.27139455,0.7269997,0.41281593,1.0098424
392,0.20068388,0.7977104,0.4835266,0.93913174
393,0.29210523,0.8710526,0.39210525,0.97105265
394,0.27139455,0.77963126,0.41281593,1.062474
395,0.20068388,0.850342,0.4835266,0.9917633
396,0.29210523,0.92368424,0.39210525,1.0236843
397,0.27139455,0.8322629,0.41281593,1.1151056
398,0.20068388,0.9029736,0.4835266,1.044395
399,0.3447368,-0.023684211,0.44473684,0.07631579
400,0.32402614,-0.11510557,0.46544752,0.16773716
401,0.25331545,-0.04439489,0.5361582,0.09702647
402,0.3447368,0.028947365,0.44473684,0.12894736
403,0.32402614,-0.062473997,0.46544752,0.22036873
404,0.25331545,0.008236684,0.5361582,0.14965805
405,0.3447368,0.081578955,0.44473684,0.18157895
406,0.32402614,-0.009842411,0.46544752,0.2730003
407,0.25331545,0.06086827,0.5361582,0.20228964
408,0.3447368,0.13421053,0.44473684,0.23421052
409,0.32402614,0.04278916,0.46544752,0.3256319
410,0.25331545,0.11349984,0.5361582,0.2549212
411,0.3447368,0.18684211,0.44473684,0.2868421
412,0.32402614,0.09542075,0.46544752,0.37826347
413,0.25331545,0.16613144,0.5361582,0.30755278
414,0.3447368,0.23947369,0.44473684,0.3394737
415,0.32402614,0.14805232,0.46544752,0.43089503
416,0.25331545,0.218763,0.5361582,0.36018437
417,0.3447368,0.29210523,0.44473684,0.39210525
418,0.32402614,0.20068388,0.46544752,0.4835266
419,0.25331545,0.27139455,0.5361582,0.41281593
420,0.3447368,0.3447368,0.44473684,0.44473684
421,0.32402614,0.25331545,0.46544752,0.5361582
422,0.25331545,0.32402614,0.5361582,0.46544752
423,0.3447368,0.3973684,0.44473684,0.49736843
424,0.32402614,0.30594707,0.46544752,0.58878976
425,0.25331545,0.37665772,0.5361582,0.5180791
426,0.3447368,0.45,0.44473684,0.55
427,0.32402614,0.35857862,0.46544752,0.6414214
428,0.25331545,0.4292893,0.5361582,0.57071066
429,0.3447368,0.5026316,0.44473684,0.6026316
430,0.32402614,0.41121024,0.46544752,0.694053
431,0.25331545,0.48192093,0.5361582,0.6233423
432,0.3447368,0.55526316,0.44473684,0.6552632
433,0.32402614,0.4638418,0.46544752,0.74668455
434,0.25331545,0.5345525,0.5361582,0.67597383
435,0.3447368,0.6078947,0.44473684,0.70789474
436,0.32402614,0.51647335,0.46544752,0.7993161
437,0.25331545,0.5871841,0.5361582,0.7286054
438,0.3447368,0.66052634,0.44473684,0.76052636
439,0.32402614,0.56910497,0.46544752,0.8519477
440,0.25331545,0.6398157,0.5361582,0.781237
441,0.3447368,0.7131579,0.44473684,0.8131579
442,0.32402614,0.6217365,0.46544752,0.9045793
443,0.25331545,0.69244725,0.5361582,0.83386856
444,0.3447368,0.7657895,0.44473684,0.86578953
445,0.32402614,0.67436814,0.46544752,0.9572109
446,0.25331545,0.74507886,0.5361582,0.8865002
447,0.3447368,0.81842107,0.44473684,0.9184211
448,0.32402614,0.7269997,0.46544752,1.0098424
449,0.25331545,0.7977104,0.5361582,0.93913174
450,0.3447368,0.8710526,0.44473684,0.97105265
451,0.32402614,0.77963126,0.46544752,1.062474
452,0.25331545,0.850342,0.5361582,0.9917633
453,0.3447368,0.92368424,0.44473684,1.0236843
454,0.32402614,0.8322629,0.46544752,1.1151056
455,0.25331545,0.9029736,0.5361582,1.044395
456,0.3973684,-0.023684211,0.49736843,0.07631579
457,0.37665772,-0.11510557,0.5180791,0.16773716
458,0.30594707,-0.04439489,0.58878976,0.09702647
459,0.3973684,0.028947365,0.49736843,0.12894736
460,0.37665772,-0.062473997,0.5180791,0.22036873
461,0.30594707,0.008236684,0.58878976,0.14965805
462,0.3973684,0.081578955,0.49736843,0.18157895
463,0.37665772,-0.009842411,0.5180791,0.2730003
464,0.30594707,0.06086827,0.58878976,0.20228964
465,0.3973684,0.13421053,0.49736843,0.23421052
466,0.37665772,0.04278916,0.5180791,0.3256319
467,0.30594707,0.11349984,0.58878976,0.2549212
468,0.3973684,0.18684211,0.49736843,0.2868421
469,0.37665772,0.09542075,0.5180791,0.37826347
470,0.30594707,0.16613144,0.58878976,0.30755278
471,0.3973684,0.23947369,0.49736843,0.3394737
472,0.37665772,0.14805232,0.5180791,0.43089503
473,0.30594707,0.218763,0.58878976,0.36018437
474,0.3973684,0.29210523,0.49736843,0.39210525
475,0.37665772,0.20068388,0.5180791,0.4835266
476,0.30594707,0.27139455,0.58878976,0.41281593
477,0.3973684,0.3447368,0.49736843,0.44473684
478,0.37665772,0.25331545,0.5180791,0.5361582
479,0.30594707,0.32402614,0.58878976,0.46544752
480,0.3973684,0.3973684,0.49736843,0.49736843
481,0.37665772,0.30594707,0.5180791,0.58878976
482,0.30594707,0.37665772,0.58878976,0.5180791
483,0.3973684,0.45,0.49736843,0.55
484,0.37665772,0.35857862,0.5180791,0.6414214
485,0.30594707,0.4292893,0.58878976,0.57071066
486,0.3973684,0.5026316,0.49736843,0.6026316
487,0.37665772,0.41121024,0.5180791,0.694053
488,0.30594707,0.48192093,0.58878976,0.6233423
489,0.3973684,0.55526316,0.49736843,0.6552632
490,0.37665772,0.4638418,0.5180791,0.74668455
491,0.30594707,0.5345525,0.58878976,0.67597383
492,0.3973684,0.6078947,0.49736843,0.70789474
493,0.37665772,0.51647335,0.5180791,0.7993161
494,0.30594707,0.5871841,0.58878976,0.7286054
495,0.3973684,0.66052634,0.49736843,0.76052636
496,0.37665772,0.56910497,0.5180791,0.8519477
497,0.30594707,0.6398157,0.58878976,0.781237
498,0.3973684,0.7131579,0.49736843,0.8131579
499,0.37665772,0.6217365,0.5180791,0.9045793
500,0.30594707,0.69244725,0.58878976,0.83386856
501,0.3973684,0.7657895,0.49736843,0.86578953
502,0.37665772,0.67436814,0.5180791,0.9572109
503,0.30594707,0.74507886,0.58878976,0.8865002
504,0.3973684,0.81842107,0.49736843,0.9184211
505,0.37665772,0.7269997,0.5180791,1.0098424
506,0.30594707,0.7977104,0.58878976,0.93913174
507,0.3973684,0.8710526,0.49736843,0.97105265
508,0.37665772,0.77963126,0.5180791,1.062474
509,0.30594707,0.850342,0.58878976,0.9917633
510,0.3973684,0.92368424,0.49736843,1.0236843
511,0.37665772,0.8322629,0.5180791,1.1151056
512,0.30594707,0.9029736,0.58878976,1.044395
513,0.45,-0.023684211,0.55,0.07631579
514,0.4292893,-0.11510557,0.57071066,0.16773716
515,0.35857862,-0.04439489,0.6414214,0.09702647
516,0.45,0.028947365,0.55,0.12894736
517,0.4292893,-0.062473997,0.57071066,0.22036873
518,0.35857862,0.008236684,0.6414214,0.14965805
519,0.45,0.081578955,0.55,0.18157895
520,0.4292893,-0.009842411,0.57071066,0.2730003
521,0.35857862,0.06086827,0.6414214,0.20228964
522,0.45,0.13421053,0.55,0.23421052
523,0.4292893,0.04278916,0.57071066,0.3256319
524,0.35857862,0.11349984,0.6414214,0.2549212
525,0.45,0.18684211,0.55,0.2868421
526,0.4292893,0.09542075,0.57071066,0.37826347
527,0.35857862,0.16613144,0.6414214,0.30755278
528,0.45,0.23947369,0.55,0.3394737
529,0.4292893,0.14805232,0.57071066,0.43089503
530,0.35857862,0.218763,0.6414214,0.36018437
531,0.45,0.29210523,0.55,0.39210525
532,0.4292893,0.20068388,0.57071066,0.4835266
533,0.35857862,0.27139455,0.6414214,0.41281593
534,0.45,0.3447368,0.55,0.44473684
535,0.4292893,0.25331545,0.57071066,0.5361582
